date,,activity
2018/3/20 11:18,0.019164029,STATIC
2018/3/20 11:18,0.019313726,STATIC
2018/3/20 11:18,0.01689201,STATIC
2018/3/20 11:18,0.01962957,STATIC
2018/3/20 11:18,0.012759702,STATIC
2018/3/20 11:18,0.013752818,STATIC
2018/3/20 11:18,0.018510538,STATIC
2018/3/20 11:18,0.016288646,STATIC
2018/3/20 11:18,0.017964966,STATIC
2018/3/20 11:18,0.0180895,STATIC
2018/3/20 11:18,0.018244999,STATIC
2018/3/20 11:18,0.016566834,STATIC
2018/3/20 11:18,0.018119603,STATIC
2018/3/20 11:18,0.016261611,STATIC
2018/3/20 11:18,0.019949436,STATIC
2018/3/20 11:18,0.016685623,STATIC
2018/3/20 11:18,0.016362763,STATIC
2018/3/20 11:18,0.016155185,STATIC
2018/3/20 11:18,0.016897337,STATIC
2018/3/20 11:18,0.015371402,STATIC
2018/3/20 11:18,0.018935681,STATIC
2018/3/20 11:18,0.018784568,STATIC
2018/3/20 11:18,0.015918229,STATIC
2018/3/20 11:18,0.01854508,STATIC
2018/3/20 11:18,0.017346181,STATIC
2018/3/20 11:18,0.018057685,STATIC
2018/3/20 11:18,0.015331993,STATIC
2018/3/20 11:18,0.013641481,STATIC
2018/3/20 11:18,0.019259803,STATIC
2018/3/20 11:18,0.015648962,STATIC
2018/3/20 11:18,0.016409753,STATIC
2018/3/20 11:18,0.012819126,STATIC
2018/3/20 11:18,0.017684174,STATIC
2018/3/20 11:18,0.014770579,STATIC
2018/3/20 11:18,0.015680561,STATIC
2018/3/20 11:18,0.017682194,STATIC
2018/3/20 11:18,0.016263763,STATIC
2018/3/20 11:18,0.0183611,STATIC
2018/3/20 11:18,0.016670933,STATIC
2018/3/20 11:18,0.015235157,STATIC
2018/3/20 11:18,0.014483439,STATIC
2018/3/20 11:18,0.014456141,STATIC
2018/3/20 11:18,0.015041941,STATIC
2018/3/20 11:18,0.016330034,STATIC
2018/3/20 11:18,0.016166632,STATIC
2018/3/20 11:18,0.01927641,STATIC
2018/3/20 11:18,0.016275442,STATIC
2018/3/20 11:18,0.01535285,STATIC
2018/3/20 11:18,0.018213731,STATIC
2018/3/20 11:18,0.016058331,STATIC
2018/3/20 11:18,0.019976486,STATIC
2018/3/20 11:18,0.017198546,STATIC
2018/3/20 11:18,0.016090681,STATIC
2018/3/20 11:18,0.015195723,STATIC
2018/3/20 11:18,0.016060511,STATIC
2018/3/20 11:18,0.018144696,STATIC
2018/3/20 11:18,0.019908039,STATIC
2018/3/20 11:18,0.016981755,STATIC
2018/3/20 11:18,0.018677259,STATIC
2018/3/20 11:18,0.017871206,STATIC
2018/3/20 11:18,0.017904469,STATIC
2018/3/20 11:18,0.015710188,STATIC
2018/3/20 11:18,0.019585198,STATIC
2018/3/20 11:18,0.022078723,STATIC
2018/3/20 11:18,0.017916473,STATIC
2018/3/20 11:18,0.017830311,STATIC
2018/3/20 11:18,0.017809548,STATIC
2018/3/20 11:18,0.019657823,STATIC
2018/3/20 11:18,0.017880436,STATIC
2018/3/20 11:18,0.017064876,STATIC
2018/3/20 11:18,0.02102332,STATIC
2018/3/20 11:18,0.017402011,STATIC
2018/3/20 11:18,0.01905597,STATIC
2018/3/20 11:18,0.022062185,STATIC
2018/3/20 11:18,0.019748671,STATIC
2018/3/20 11:18,0.020111937,STATIC
2018/3/20 11:18,0.017288435,STATIC
2018/3/20 11:18,0.016434415,STATIC
2018/3/20 11:18,0.017598579,STATIC
2018/3/20 11:18,0.021300469,STATIC
2018/3/20 11:18,0.018129534,STATIC
2018/3/20 11:18,0.017252826,STATIC
2018/3/20 11:18,0.020710384,STATIC
2018/3/20 11:18,0.019141839,STATIC
2018/3/20 11:18,0.019485636,STATIC
2018/3/20 11:18,0.018865842,STATIC
2018/3/20 11:18,0.018804521,STATIC
2018/3/20 11:18,0.018225806,STATIC
2018/3/20 11:18,0.021299296,STATIC
2018/3/20 11:18,0.020381855,STATIC
2018/3/20 11:18,0.019039695,STATIC
2018/3/20 11:18,0.020145471,STATIC
2018/3/20 11:18,0.020018242,STATIC
2018/3/20 11:18,0.018977882,STATIC
2018/3/20 11:18,0.018892326,STATIC
2018/3/20 11:18,0.013228379,STATIC
2018/3/20 11:18,0.010331505,STATIC
2018/3/20 11:18,0.034260619,STATIC
2018/3/20 11:18,0.09747097,STATIC
2018/3/20 11:19,0.013129356,STATIC
2018/3/20 11:19,0.022980862,STATIC
2018/3/20 11:19,0.019253052,STATIC
2018/3/20 11:19,0.018819936,STATIC
2018/3/20 11:19,0.01695494,STATIC
2018/3/20 11:19,0.015203947,STATIC
2018/3/20 11:19,0.018605644,STATIC
2018/3/20 11:19,0.021611571,STATIC
2018/3/20 11:19,0.018835605,STATIC
2018/3/20 11:19,0.022891265,STATIC
2018/3/20 11:19,0.012908912,STATIC
2018/3/20 11:19,0.010324243,STATIC
2018/3/20 11:19,0.019987996,STATIC
2018/3/20 11:19,0.013062159,STATIC
2018/3/20 11:19,0.01639878,STATIC
2018/3/20 11:19,0.017553062,STATIC
2018/3/20 11:19,0.010918791,STATIC
2018/3/20 11:19,0.013542156,STATIC
2018/3/20 11:19,0.022740712,STATIC
2018/3/20 11:19,0.114232395,SIT_MOVE
2018/3/20 11:19,0.161752249,SIT_MOVE
2018/3/20 11:19,0.0536756,STATIC
2018/3/20 11:19,0.109492055,SIT_MOVE
2018/3/20 11:19,0.067967713,STATIC
2018/3/20 11:19,0.021133386,STATIC
2018/3/20 11:19,0.013360763,STATIC
2018/3/20 11:19,0.060634149,STATIC
2018/3/20 11:19,0.043526084,STATIC
2018/3/20 11:19,0.015189799,STATIC
2018/3/20 11:19,0.016724533,STATIC
2018/3/20 11:19,0.027895161,STATIC
2018/3/20 11:19,0.023237039,STATIC
2018/3/20 11:19,0.020133554,STATIC
2018/3/20 11:19,0.017391377,STATIC
2018/3/20 11:19,0.022740712,STATIC
2018/3/20 11:19,0.04733635,STATIC
2018/3/20 11:19,0.034779448,STATIC
2018/3/20 11:19,0.005888973,STATIC
2018/3/20 11:19,0.065504427,STATIC
2018/3/20 11:19,0.03464448,STATIC
2018/3/20 11:19,0.018389943,STATIC
2018/3/20 11:19,0.035945653,STATIC
2018/3/20 11:19,0.028657111,STATIC
2018/3/20 11:19,0.103259963,SIT_MOVE
