date,p,activity
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,5,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:14,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,5,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,5,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,5,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
2018/3/20 12:15,6,STAND
