date,lux,tem_in,tem_win,sonar_in,sonar_out,move,p,adx,ady,adz,awx,awy,awz,activity
2018-03-20 12:04:19,38,19.4,19.0,90,90,1,7.0,-0.94,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:20,38,19.5,19.0,92,88,1,7.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:20,38,19.5,19.0,88,93,1,7.0,-0.94,0.01,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:20,38,19.5,19.0,90,94,1,7.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:22,37,19.5,19.0,147,126,1,7.0,-0.95,0.0,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:04:22,37,19.4,18.9,151,123,1,7.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:23,37,19.4,18.9,157,123,1,7.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:23,37,19.4,18.9,155,118,1,7.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:24,37,19.4,18.9,144,137,1,7.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:25,37,19.4,18.9,149,130,1,6.0,-0.94,0.01,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:26,36,19.5,18.9,149,131,1,7.0,-0.95,0.01,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:26,36,19.5,18.9,144,137,1,6.0,-0.95,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:04:26,36,19.5,18.9,150,132,1,7.0,-0.94,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:27,36,19.5,18.9,144,137,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:28,36,19.5,18.9,132,149,1,6.0,-0.94,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:29,36,19.4,18.9,138,139,0,6.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:29,36,19.4,18.9,143,134,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:30,36,19.5,18.9,163,116,0,6.0,-0.95,-0.0,-0.21,-0.93,-0.02,-0.33,
2018-03-20 12:04:30,36,19.5,18.9,166,109,0,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:30,36,19.5,18.9,172,106,0,6.0,-0.94,0.01,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:31,36,19.5,18.9,150,131,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:31,36,19.5,18.9,126,151,0,6.0,-0.95,0.0,-0.2,-0.92,-0.01,-0.34,
2018-03-20 12:04:32,36,19.4,18.7,164,110,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:32,37,19.4,18.7,127,153,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:33,37,19.4,18.7,146,135,0,6.0,-0.95,0.01,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:33,37,19.4,18.7,135,136,0,6.0,-0.94,0.0,-0.19,-0.92,-0.01,-0.34,
2018-03-20 12:04:33,37,19.4,18.7,116,165,0,6.0,-0.94,-0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:34,37,19.5,18.6,143,137,0,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.32,
2018-03-20 12:04:34,37,19.5,18.6,165,114,0,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:35,37,19.5,19.5,141,138,0,6.0,-0.95,0.01,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:35,37,19.5,19.5,115,164,0,6.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.33,
2018-03-20 12:04:36,37,19.4,18.6,165,112,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:36,37,19.4,18.6,165,117,0,5.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:36,37,19.4,18.6,164,116,0,6.0,-0.95,-0.0,-0.21,-0.92,-0.01,-0.33,
2018-03-20 12:04:37,37,19.4,18.6,121,159,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.32,
2018-03-20 12:04:37,37,19.4,18.6,164,116,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.32,
2018-03-20 12:04:38,37,19.4,18.6,167,110,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:38,37,19.4,18.6,157,124,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:38,37,19.4,18.6,164,111,0,6.0,-0.94,0.0,-0.2,-0.93,-0.02,-0.33,
2018-03-20 12:04:39,37,19.4,18.6,157,123,0,6.0,-0.95,0.01,-0.19,-0.92,-0.02,-0.34,
2018-03-20 12:04:39,37,19.4,18.6,139,132,0,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:40,37,19.4,18.4,135,143,0,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:40,37,19.4,18.4,113,166,0,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:41,37,19.4,18.4,147,133,0,6.0,-0.94,-0.0,-0.2,-0.91,-0.02,-0.33,
2018-03-20 12:04:42,37,19.4,18.2,139,137,1,6.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:42,37,19.4,18.2,134,143,1,5.0,-0.96,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:43,37,19.4,18.2,124,152,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:44,37,19.4,18.1,140,139,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:44,37,19.4,18.1,111,166,1,6.0,-0.95,0.01,-0.2,-0.91,-0.02,-0.34,
2018-03-20 12:04:44,37,19.4,18.1,125,155,1,5.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:04:45,37,19.4,18.1,89,189,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.35,
2018-03-20 12:04:45,37,19.4,18.1,124,149,1,6.0,-0.94,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:46,37,19.4,18.1,136,139,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:46,37,19.4,18.1,147,132,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:46,37,19.4,18.1,134,140,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:47,37,19.4,18.1,130,149,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:47,37,19.4,18.1,143,132,1,6.0,-0.95,0.01,-0.2,-0.91,-0.02,-0.34,
2018-03-20 12:04:48,37,19.4,17.7,131,149,1,6.0,-0.95,-0.0,-0.2,-0.92,-0.03,-0.34,
2018-03-20 12:04:48,36,19.4,17.7,143,133,1,6.0,-0.94,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:50,38,19.4,17.5,139,140,1,6.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:50,37,19.4,17.5,112,161,1,6.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:50,36,19.4,17.5,129,152,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:51,37,19.4,17.5,101,178,1,6.0,-0.95,0.0,-0.2,-0.93,-0.02,-0.33,
2018-03-20 12:04:51,37,19.4,17.5,87,187,1,6.0,-0.95,0.01,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:52,36,19.4,17.5,122,158,1,6.0,-0.95,-0.01,-0.2,-0.93,-0.02,-0.34,
2018-03-20 12:04:52,37,19.4,17.5,96,184,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:53,36,19.4,17.5,88,192,1,6.0,-0.95,0.0,-0.2,-0.91,-0.02,-0.33,
2018-03-20 12:04:53,35,19.4,17.5,89,191,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:53,37,19.4,17.5,118,162,1,6.0,-0.95,0.01,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:04:55,37,19.4,17.5,84,190,1,6.0,-0.95,0.0,-0.21,-0.93,-0.02,-0.34,
2018-03-20 12:04:55,36,19.4,17.5,93,89,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:56,37,19.4,17.4,90,89,1,6.0,-0.95,0.0,-0.2,-0.91,-0.02,-0.33,
2018-03-20 12:04:56,36,19.4,17.4,91,89,1,6.0,-0.95,-0.0,-0.2,-0.92,-0.03,-0.33,
2018-03-20 12:04:57,36,19.4,17.4,90,89,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:04:58,35,19.4,17.4,88,91,1,6.0,-0.95,0.01,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:04:58,36,19.4,17.4,89,97,1,6.0,-0.95,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:04:59,36,19.4,17.4,88,92,1,6.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:04:59,36,19.4,17.4,88,90,1,6.0,-0.95,0.0,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:05:00,36,19.4,17.3,88,92,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:05:00,36,19.4,17.3,87,91,1,6.0,-0.95,0.0,-0.21,-0.92,-0.03,-0.33,
2018-03-20 12:05:01,36,19.4,17.3,94,89,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:05:01,36,19.4,17.3,91,91,1,6.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.33,
2018-03-20 12:05:01,36,19.4,17.3,91,92,1,6.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.33,
2018-03-20 12:05:02,36,19.4,17.2,86,91,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:05:02,36,19.4,17.2,87,94,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:05:03,36,19.4,17.2,91,90,1,6.0,-0.94,0.0,-0.2,-0.91,-0.02,-0.34,
2018-03-20 12:05:03,36,19.4,17.2,94,90,1,6.0,-0.94,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:05:03,36,19.4,17.2,91,90,1,6.0,-0.94,0.01,-0.21,-0.92,-0.01,-0.33,
2018-03-20 12:05:04,35,19.4,17.1,90,90,1,6.0,-0.95,0.0,-0.21,-0.92,-0.01,-0.34,
2018-03-20 12:05:04,35,19.4,17.1,90,90,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:05:04,35,19.4,17.1,90,95,1,6.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:05:05,35,19.4,17.1,86,91,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:05:05,36,19.4,17.1,91,91,1,6.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:05:06,35,19.4,17.1,89,92,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:05:06,36,19.4,17.1,90,89,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:05:08,35,19.4,17.1,134,144,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:05:08,35,19.3,17.1,137,143,1,6.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:05:08,36,19.3,17.1,125,148,1,6.0,-0.95,0.0,-0.19,-0.92,-0.01,-0.33,
2018-03-20 12:05:09,36,19.3,17.1,141,135,1,6.0,-0.94,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:05:10,36,19.3,16.9,128,146,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:05:11,35,19.3,16.9,143,133,1,6.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.35,
2018-03-20 12:05:11,35,19.3,16.9,133,148,1,6.0,-0.96,0.01,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:05:12,35,19.3,16.8,143,138,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:05:13,34,19.3,16.8,134,132,1,6.0,-0.95,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:05:14,36,19.3,16.6,160,120,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:05:14,36,19.3,16.6,159,120,1,6.0,-0.95,0.0,-0.19,-0.92,-0.02,-0.34,
2018-03-20 12:06:01,37,19.1,15.3,152,128,0,254.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:06:01,37,19.1,15.3,142,137,0,253.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:02,37,19.1,15.4,147,134,0,254.0,-0.95,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:02,37,19.1,15.4,141,132,0,253.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:06:03,37,19.1,15.4,147,133,0,253.0,-0.94,0.0,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:06:03,37,19.1,15.4,131,150,0,253.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:06:04,37,19.1,15.4,144,131,0,254.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:06:05,37,19.1,15.3,146,135,0,254.0,-0.94,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:05,37,19.1,15.3,141,132,0,254.0,-0.94,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:06,37,19.1,15.4,142,131,0,254.0,-0.94,0.0,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:06:06,37,19.1,15.4,142,130,1,250.0,-0.94,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:07,37,19.1,15.4,124,152,1,250.0,-0.94,-0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:07,37,19.1,15.4,143,134,1,252.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:08,37,19.1,15.4,108,150,1,254.0,-0.94,-0.0,-0.21,-0.91,-0.02,-0.33,
2018-03-20 12:06:08,37,19.0,15.3,126,149,1,253.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:10,37,19.0,15.3,127,151,1,253.0,-0.94,0.01,-0.2,-0.92,-0.03,-0.32,
2018-03-20 12:06:10,37,19.1,15.3,142,135,1,252.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:10,37,19.1,15.3,141,134,1,252.0,-0.95,0.01,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:11,37,19.1,15.3,98,184,1,252.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:11,37,19.1,15.3,128,133,1,252.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:06:12,37,19.0,15.2,146,134,0,255.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:06:13,36,19.0,15.2,135,145,0,259.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:06:14,36,19.0,15.2,125,148,0,261.0,-0.95,0.0,-0.21,-0.93,-0.03,-0.34,
2018-03-20 12:06:14,37,19.0,15.2,113,168,0,261.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:06:15,36,19.0,15.2,126,154,0,261.0,-0.95,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:15,36,19.0,15.2,127,146,0,261.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:06:16,36,19.0,15.2,91,192,0,260.0,-0.94,-0.01,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:17,36,19.0,15.2,126,156,0,262.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:18,38,19.0,15.2,126,155,0,262.0,-0.95,0.0,-0.21,-0.91,-0.02,-0.33,
2018-03-20 12:06:18,38,19.0,15.2,125,155,0,262.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:19,38,19.0,15.2,132,146,0,262.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:19,38,19.0,15.2,143,137,0,262.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:20,38,19.0,15.2,129,151,0,262.0,-0.94,-0.01,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:20,38,19.0,15.1,142,139,1,258.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:20,38,19.0,15.1,127,134,1,280.0,-0.95,-0.0,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:06:21,38,19.0,15.1,121,154,1,243.0,-0.95,0.0,-0.22,-0.92,-0.02,-0.34,
2018-03-20 12:06:21,36,19.0,15.1,127,148,1,318.0,-0.95,-0.01,-0.2,-0.91,-0.02,-0.33,
2018-03-20 12:06:22,36,19.0,15.1,127,153,1,45.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:22,35,19.0,15.1,129,150,1,40.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:23,36,19.0,15.1,122,150,1,33.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:23,36,19.0,15.1,125,149,1,27.0,-0.95,0.01,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:06:24,36,19.0,15.1,125,150,1,28.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:24,35,18.9,15.1,125,155,1,19.0,-0.95,0.01,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:24,36,18.9,15.1,119,152,1,18.0,-0.94,-0.0,-0.21,-0.92,-0.03,-0.33,
2018-03-20 12:06:25,35,18.9,15.1,100,180,1,16.0,-0.94,0.01,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:25,35,18.9,15.1,133,147,1,15.0,-0.95,0.0,-0.21,-0.92,-0.01,-0.33,
2018-03-20 12:06:26,35,18.9,15.0,120,160,1,12.0,-0.95,0.0,-0.22,-0.92,-0.01,-0.34,
2018-03-20 12:06:26,35,18.9,15.0,120,159,1,12.0,-0.96,-0.0,-0.22,-0.93,-0.02,-0.33,
2018-03-20 12:06:26,35,18.9,15.0,116,151,1,11.0,-0.95,-0.0,-0.21,-0.92,-0.03,-0.33,
2018-03-20 12:06:28,36,18.9,15.0,126,154,0,11.0,-0.95,0.01,-0.21,-0.92,-0.02,-0.32,
2018-03-20 12:06:30,36,18.9,15.0,144,136,1,11.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:30,35,18.9,14.9,157,123,1,9.0,-0.96,0.0,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:06:30,35,18.9,14.9,135,132,1,9.0,-0.95,-0.01,-0.21,-0.92,-0.03,-0.33,
2018-03-20 12:06:31,35,18.9,14.9,144,137,1,9.0,-0.94,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:31,36,18.9,14.9,143,139,1,9.0,-0.95,-0.0,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:06:33,35,18.9,14.9,85,95,1,8.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:33,35,18.9,14.9,89,126,1,8.0,-0.92,0.01,-0.24,-0.92,-0.02,-0.33,
2018-03-20 12:06:34,35,18.9,14.8,107,151,1,8.0,-0.94,0.05,-0.22,-0.92,-0.02,-0.34,
2018-03-20 12:06:34,36,18.9,14.8,102,-282,1,8.0,-0.95,0.03,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:06:35,36,18.9,14.8,108,106,1,8.0,-0.94,0.03,-0.29,-0.92,-0.02,-0.33,
2018-03-20 12:06:35,36,18.9,14.8,134,131,1,8.0,-0.94,-0.0,-0.28,-0.91,-0.02,-0.34,
2018-03-20 12:06:36,36,18.9,14.8,163,168,1,8.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:36,36,18.9,14.8,92,114,1,8.0,-0.95,-0.0,-0.21,-0.92,-0.03,-0.34,
2018-03-20 12:06:37,36,18.9,14.8,85,128,1,8.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:37,36,18.9,14.8,109,104,1,8.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:38,36,18.9,14.8,96,119,1,8.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:06:38,36,18.9,14.7,89,112,1,8.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.33,
2018-03-20 12:06:38,36,18.9,14.7,103,113,1,8.0,-0.95,0.01,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:39,36,18.9,14.7,98,109,0,8.0,-0.95,0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:06:39,36,18.9,14.7,98,112,1,9.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:40,36,18.9,14.6,99,111,1,9.0,-0.95,-0.0,-0.2,-0.92,-0.02,-0.34,
2018-03-20 12:06:40,35,18.9,14.6,105,149,1,8.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:42,36,18.9,14.6,103,108,1,6.0,-0.94,-0.0,-0.21,-0.93,-0.02,-0.33,
2018-03-20 12:06:42,35,18.9,14.6,95,119,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.32,
2018-03-20 12:06:43,36,18.9,14.6,92,119,1,6.0,-0.95,0.0,-0.21,-0.91,-0.01,-0.34,
2018-03-20 12:06:43,35,18.9,14.6,98,112,1,6.0,-0.95,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:45,35,18.9,14.6,98,118,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:45,34,18.9,14.6,95,119,1,6.0,-0.95,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:47,32,18.9,14.6,92,119,1,5.0,-0.94,0.0,-0.21,-0.91,-0.02,-0.34,
2018-03-20 12:06:47,34,18.9,14.6,99,105,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:48,33,18.8,14.6,98,118,1,6.0,-0.94,-0.0,-0.22,-0.92,-0.02,-0.33,
2018-03-20 12:06:48,34,18.8,14.6,94,112,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.03,-0.33,
2018-03-20 12:06:49,34,18.8,14.6,97,117,1,6.0,-0.94,-0.0,-0.22,-0.92,-0.03,-0.34,
2018-03-20 12:06:49,33,18.8,14.6,101,113,1,6.0,-0.95,-0.0,-0.2,-0.92,-0.03,-0.33,
2018-03-20 12:06:50,33,18.9,14.6,98,112,1,6.0,-0.95,0.0,-0.21,-0.92,-0.02,-0.34,
2018-03-20 12:06:50,33,18.9,14.6,100,115,1,6.0,-0.95,-0.0,-0.21,-0.92,-0.02,-0.33,
2018-03-20 12:06:51,33,18.9,14.6,100,115,1,6.0,-0.95,-0.0,-0.21,-0.91,-0.02,-0.33,
2018-03-20 12:07:09,34,18.8,14.3,100,112,1,6.0,-0.95,0.0,-0.21,-0.94,-0.02,-0.25,
2018-03-20 12:07:10,34,18.8,14.3,99,111,1,6.0,-0.95,-0.0,-0.22,-0.94,-0.02,-0.24,
2018-03-20 12:07:10,33,18.8,14.3,90,120,1,6.0,-0.94,-0.01,-0.22,-0.94,-0.03,-0.25,
2018-03-20 12:07:12,33,18.8,14.4,99,110,1,6.0,-0.95,-0.0,-0.23,-0.94,-0.02,-0.25,
2018-03-20 12:07:13,33,18.8,14.4,92,123,1,6.0,-0.95,0.0,-0.21,-0.94,-0.02,-0.25,
2018-03-20 12:07:15,34,18.8,14.4,96,113,1,6.0,-0.95,-0.01,-0.21,-0.94,-0.02,-0.26,
2018-03-20 12:07:15,33,18.8,14.4,98,116,1,6.0,-0.95,0.0,-0.22,-0.94,-0.02,-0.25,
2018-03-20 12:07:17,33,18.8,14.3,93,116,1,6.0,-0.95,0.0,-0.22,-0.94,-0.02,-0.26,
2018-03-20 12:07:18,34,18.8,14.4,97,112,1,6.0,-0.95,-0.0,-0.22,-0.94,-0.03,-0.25,
2018-03-20 12:07:18,34,18.8,14.4,92,111,1,6.0,-0.94,-0.0,-0.22,-0.94,-0.02,-0.25,
2018-03-20 12:07:19,34,18.8,14.4,95,115,1,5.0,-0.95,0.0,-0.22,-0.94,-0.02,-0.24,
2018-03-20 12:07:19,34,18.8,14.4,97,112,1,6.0,-0.95,0.0,-0.21,-0.94,-0.03,-0.26,
2018-03-20 12:07:21,33,18.8,14.4,98,111,1,6.0,-0.95,-0.0,-0.22,-0.94,-0.02,-0.26,
2018-03-20 12:07:22,32,18.8,14.4,98,110,1,6.0,-0.94,0.01,-0.23,-0.94,-0.02,-0.25,
2018-03-20 12:07:22,32,18.7,14.4,94,112,1,5.0,-0.95,-0.01,-0.22,-0.94,-0.02,-0.25,
2018-03-20 12:07:23,32,18.7,14.4,100,109,1,6.0,-0.95,-0.0,-0.22,-0.94,-0.02,-0.25,
2018-03-20 12:07:23,32,18.7,14.4,96,113,1,6.0,-0.95,-0.0,-0.21,-0.93,-0.03,-0.25,
2018-03-20 12:07:24,32,18.7,14.4,98,110,1,6.0,-0.94,0.0,-0.22,-0.95,-0.01,-0.25,
2018-03-20 12:07:25,32,18.7,14.4,91,112,1,6.0,-0.95,0.0,-0.22,-0.94,-0.02,-0.25,
2018-03-20 12:07:27,32,18.7,14.4,98,110,1,6.0,-0.94,0.0,-0.24,-0.94,-0.03,-0.25,
2018-03-20 12:07:28,32,18.7,14.4,101,108,0,6.0,-0.95,0.0,-0.22,-0.93,-0.03,-0.25,
2018-03-20 12:07:29,32,18.7,14.5,92,111,1,6.0,-0.95,-0.0,-0.22,-0.94,-0.02,-0.25,
2018-03-20 12:07:29,32,18.7,14.5,98,111,1,6.0,-0.95,0.01,-0.22,-0.94,-0.02,-0.24,
2018-03-20 12:07:30,32,18.7,14.5,100,114,1,6.0,-0.95,-0.03,-0.23,-0.94,-0.02,-0.25,
2018-03-20 12:07:30,32,18.7,14.5,85,111,1,6.0,-0.94,-0.0,-0.22,-0.94,-0.02,-0.25,
2018-03-20 12:07:32,32,18.7,14.5,95,109,1,6.0,-0.95,-0.0,-0.22,-0.94,-0.02,-0.25,
2018-03-20 12:07:32,32,18.7,14.5,88,122,1,6.0,-0.95,0.0,-0.22,-0.94,-0.02,-0.24,
